,p16_0.pdb_ringEdges,p16_1.pdb_ringEdges,p16_2.pdb_ringEdges,p16_3.pdb_ringEdges,p16_4.pdb_ringEdges,p16_5.pdb_ringEdges,p16_6.pdb_ringEdges,p16_7.pdb_ringEdges,p16_8.pdb_ringEdges,p16_9.pdb_ringEdges,p16_10.pdb_ringEdges,p16_11.pdb_ringEdges,p16_12.pdb_ringEdges,p16_13.pdb_ringEdges,p16_14.pdb_ringEdges,p16_15.pdb_ringEdges,p16_16.pdb_ringEdges,p16_17.pdb_ringEdges,p16_18.pdb_ringEdges,p16_19.pdb_ringEdges,p16_20.pdb_ringEdges,p16_21.pdb_ringEdges,p16_22.pdb_ringEdges,p16_23.pdb_ringEdges,p16_24.pdb_ringEdges,p16_25.pdb_ringEdges,p16_26.pdb_ringEdges,p16_27.pdb_ringEdges,p16_28.pdb_ringEdges,p16_29.pdb_ringEdges,p16_30.pdb_ringEdges,p16_31.pdb_ringEdges,p16_32.pdb_ringEdges,p16_33.pdb_ringEdges,p16_34.pdb_ringEdges,p16_35.pdb_ringEdges,p16_36.pdb_ringEdges,p16_37.pdb_ringEdges,p16_38.pdb_ringEdges,p16_39.pdb_ringEdges,p16_40.pdb_ringEdges,p16_41.pdb_ringEdges,p16_42.pdb_ringEdges,p16_43.pdb_ringEdges,p16_44.pdb_ringEdges,p16_45.pdb_ringEdges,p16_46.pdb_ringEdges,p16_47.pdb_ringEdges,p16_48.pdb_ringEdges,p16_49.pdb_ringEdges,p16_50.pdb_ringEdges,p16_51.pdb_ringEdges,p16_52.pdb_ringEdges,p16_53.pdb_ringEdges,p16_54.pdb_ringEdges,p16_55.pdb_ringEdges,p16_56.pdb_ringEdges,p16_57.pdb_ringEdges,p16_58.pdb_ringEdges,p16_59.pdb_ringEdges,p16_60.pdb_ringEdges,p16_61.pdb_ringEdges,p16_62.pdb_ringEdges,p16_63.pdb_ringEdges,p16_64.pdb_ringEdges,p16_65.pdb_ringEdges,p16_66.pdb_ringEdges,p16_67.pdb_ringEdges,p16_68.pdb_ringEdges,p16_69.pdb_ringEdges,p16_70.pdb_ringEdges,p16_71.pdb_ringEdges,p16_72.pdb_ringEdges,p16_73.pdb_ringEdges,p16_74.pdb_ringEdges,p16_75.pdb_ringEdges,p16_76.pdb_ringEdges,p16_77.pdb_ringEdges,p16_78.pdb_ringEdges,p16_79.pdb_ringEdges,p16_80.pdb_ringEdges,p16_81.pdb_ringEdges,p16_82.pdb_ringEdges,p16_83.pdb_ringEdges,p16_84.pdb_ringEdges,p16_85.pdb_ringEdges,p16_86.pdb_ringEdges,p16_87.pdb_ringEdges,p16_88.pdb_ringEdges,p16_89.pdb_ringEdges,p16_90.pdb_ringEdges,p16_91.pdb_ringEdges,p16_92.pdb_ringEdges,p16_93.pdb_ringEdges,p16_94.pdb_ringEdges,p16_95.pdb_ringEdges,p16_96.pdb_ringEdges,p16_97.pdb_ringEdges,p16_98.pdb_ringEdges,p16_99.pdb_ringEdges,p16_100.pdb_ringEdges
p16_24.pdb_ringEdges,14.724590293859928,17.182963576989145,14.206706461195582,12.683901447591092,16.533479131852133,11.313708498984763,16.74130181439538,11.211374369551546,11.00385140588112,12.683901447591092,12.50084742890169,9.633979412580969,10.685012471935808,11.056097328424404,11.211374369551546,12.54686131323525,13.130376219325058,14.084490809253,12.361778161819355,12.546861313235247,11.056097328424404,10.576597126659456,12.315072754521289,12.173881461165477,0.0,8.69053644654998,11.056097328424405,12.315072754521289,12.638386509334254,12.729253642892218,10.467058900851677,15.169103299643465,12.953633087651186,13.71130920080209,11.211374369551546,10.685012471935808,10.845603655125325,14.002421098159044,17.728651520794326,14.084490809253,16.393467074169042,12.998044181428718,12.546861313235247,14.043515905322673,14.043515905322673,14.448036638653171,14.567202539626766,15.470036648253458,15.58138828914,15.432740894780284,14.24721203770961,12.683901447591094,13.795110900089304,13.75327387834916,14.002421098159044,14.166085066160479,14.166085066160479,12.592707063472917,14.125346853398453,16.74130181439538,14.287602780744537,16.67231542692602,16.81000509180294,15.470036648253458,15.282647742910857,17.663521732655695,15.47003664825346,16.81000509180294,15.507242703691281,16.533479131852136,14.125346853398455,16.741301814395385,12.500847428901691,16.74130181439538,15.43274089478029,15.801737728940996,15.544359705181432,14.24721203770961,15.320308887446744,12.774444828561675,16.568297274502026,15.207045646283033,15.507242703691288,16.980547195271644,16.56829727450203,16.70684422827354,14.002421098159044,16.533479131852136,15.507242703691286,15.72863091653163,14.125346853398455,17.082055209180528,16.252248866551945,15.244893560173423,17.92262087371852,14.247212037709613,15.838164591489726,18.461136458030808,16.912536719992215,16.810005091802942,16.946576075360074
p16_25.pdb_ringEdges,13.519602842426593,18.33584985296588,15.801737728940997,14.287602780744535,15.395354791382445,12.90906920721282,15.618329084438917,12.998044181428718,12.819476707371775,14.368043637395516,11.159855414894762,11.364530011086309,9.079684904560386,9.015993322602915,12.998044181428716,14.084490809253,11.565583074986181,12.546861313235247,14.002421098159045,14.002421098159044,12.774444828561675,9.205746178983235,10.845603655125327,13.836821423963094,8.69053644654998,0.0,9.268133851253218,11.262657662697498,14.487867513362545,11.211374369551546,12.638386509334254,14.16608506616048,14.368043637395516,15.432740894780284,9.452826677951409,12.638386509334254,9.513594198633408,12.638386509334254,16.74130181439538,12.729253642892218,15.395354791382445,11.515648895808065,11.415125261939211,12.774444828561675,12.953633087651186,13.130376219325058,12.90906920721282,14.24721203770961,14.287602780744535,14.287602780744535,12.90906920721282,11.159855414894764,12.50084742890169,12.819476707371775,12.54686131323525,12.638386509334254,12.638386509334254,11.465497246898806,12.592707063472918,15.395354791382445,12.774444828561675,15.618329084438916,15.838164591489718,14.002421098159044,14.043515905322671,16.603042400390134,14.487867513362545,15.765226699332807,14.287602780744537,15.618329084438916,12.500847428901691,15.47003664825346,11.056097328424405,15.618329084438917,14.206706461195584,14.368043637395514,14.166085066160479,13.174191513481896,13.919867523234796,13.961205328956671,15.282647742910859,14.206706461195582,14.287602780744537,15.728630916531632,15.432740894780284,15.50724270369128,12.54686131323525,15.54435970518142,14.206706461195582,16.98054719527164,15.72863091653163,15.691949787569207,15.244893560173418,14.40809565275658,16.81000509180294,13.086414225758546,14.40809565275658,17.115757434083164,15.507242703691286,15.765226699332805,15.54435970518142
p16_26.pdb_ringEdges,11.664810183203562,17.082055209180535,14.166085066160479,12.638386509334254,13.961205328956671,14.043515905322673,14.368043637395518,14.125346853398455,14.368043637395514,12.729253642892218,12.90906920721282,13.174191513481896,11.364530011086309,11.108097519758935,14.043515905322671,15.20704564628303,12.819476707371775,10.951356235180668,12.86435095229172,12.774444828561675,14.166085066160479,10.95135623518067,8.822160079854383,12.683901447591092,11.056097328424405,9.268133851253218,0.0,8.9518485923489,12.683901447591094,9.391665977371028,11.159855414894762,12.500847428901691,12.54686131323525,14.084490809253,6.874171752883079,10.95135623518067,6.789822892775206,11.364530011086309,15.282647742910859,10.845603655125325,14.287602780744537,8.88724090184674,9.391665977371028,11.108097519758935,11.00385140588112,10.685012471935808,10.845603655125325,12.592707063472917,12.454663546952869,12.819476707371775,10.630943003917498,9.452826677951409,11.00385140588112,11.056097328424404,11.159855414894764,10.95135623518067,11.056097328424404,8.822160079854383,10.685012471935808,14.125346853398455,10.792338776705746,14.125346853398453,14.206706461195582,12.683901447591092,12.54686131323525,15.282647742910857,12.592707063472917,14.448036638653171,12.729253642892218,14.125346853398453,11.00385140588112,14.287602780744535,9.079684904560384,14.448036638653173,13.086414225758546,13.261387814993613,12.774444828561675,11.364530011086309,12.774444828561675,12.729253642892216,14.002421098159044,12.45466354695287,13.43408263601153,14.40809565275658,14.002421098159044,13.919867523234796,11.056097328424404,13.711309200802088,12.454663546952869,15.83816459148972,14.166085066160479,14.685401490907648,14.287602780744537,12.953633087651184,15.874507866387546,10.95135623518067,13.217861567090937,15.765226699332809,14.084490809253007,14.368043637395514,14.287602780744537
p16_27.pdb_ringEdges,9.986431472719476,16.26892639671393,13.086414225758546,11.108097519758935,12.50084742890169,12.774444828561675,12.953633087651188,12.683901447591092,15.432740894780284,14.002421098159044,14.24721203770961,11.313708498984763,9.391665977371028,12.729253642892218,12.592707063472917,14.125346853398455,11.415125261939211,8.88724090184674,10.845603655125325,10.95135623518067,12.638386509334254,12.500847428901691,6.259907401708601,10.845603655125325,12.315072754521289,11.262657662697498,8.9518485923489,0.0,10.845603655125325,6.35129774540979,8.352407548988902,10.738809705842874,11.108097519758935,12.361778161819355,9.142932808403607,8.88724090184674,9.079684904560386,9.142932808403607,13.961205328956671,9.268133851253218,12.953633087651184,7.039838210775751,11.056097328424405,8.9518485923489,12.454663546952869,9.452826677951409,9.986431472719476,11.159855414894762,11.108097519758935,11.415125261939211,9.513594198633406,11.108097519758935,12.90906920721282,9.015993322602915,9.015993322602915,9.513594198633406,9.268133851253216,11.211374369551546,12.54686131323525,12.683901447591092,12.998044181428718,12.774444828561675,12.50084742890169,14.043515905322673,13.919867523234796,14.287602780744537,11.364530011086309,15.581388289140003,11.00385140588112,15.507242703691281,9.330104364776803,15.65518271253044,11.108097519758935,12.864350952291717,14.24721203770961,14.567202539626766,14.206706461195582,9.513594198633406,11.056097328424404,14.24721203770961,15.244893560173422,10.792338776705746,14.724590293859926,12.998044181428718,12.361778161819355,15.618329084438916,9.633979412580969,12.864350952291717,14.24721203770961,14.166085066160479,12.729253642892218,13.217861567090937,15.357877678236049,10.95135623518067,14.125346853398455,9.268133851253216,11.565583074986181,14.646107830282807,15.544359705181424,13.042304049333241,13.130376219325056
p16_28.pdb_ringEdges,9.452826677951409,13.476910574908029,9.870345931808032,7.359992630799556,12.90906920721282,9.205746178983235,13.086414225758546,9.452826677951409,12.729253642892218,11.2626576626975,14.287602780744537,11.159855414894762,12.819476707371775,12.592707063472917,9.69361138559388,11.211374369551546,10.845603655125325,9.330104364776803,7.437878319675923,6.617900737355582,9.015993322602917,12.268189539466336,10.95135623518067,11.211374369551546,12.638386509334254,14.487867513362545,12.683901447591094,10.845603655125325,0.0,10.898608214673523,8.69053644654998,10.576597126659456,6.704412915563369,8.489275387815471,13.174191513481894,8.822160079854383,12.50084742890169,12.819476707371775,14.40809565275659,12.638386509334254,12.638386509334254,11.108097519758935,14.084490809253,9.391665977371028,12.592707063472917,12.953633087651184,13.348014516227638,11.108097519758935,11.465497246898806,11.565583074986181,13.261387814993613,14.368043637395514,12.774444828561675,12.454663546952869,12.54686131323525,12.90906920721282,12.729253642892218,14.368043637395514,15.581388289140001,12.638386509334254,15.432740894780284,12.454663546952869,12.998044181428716,13.919867523234796,16.775688624123884,14.084490809253,11.00385140588112,15.54435970518142,14.043515905322673,15.61832908443892,9.513594198633406,15.39535479138245,14.043515905322671,12.909069207212818,14.206706461195587,14.448036638653173,14.327879661457958,9.205746178983235,10.898608214673523,10.95135623518067,15.58138828914,13.87840659051051,14.763675074144498,13.042304049333248,15.43274089478029,15.581388289140007,12.729253642892216,12.909069207212823,14.206706461195589,14.206706461195584,9.268133851253216,13.261387814993613,15.470036648253464,14.084490809253007,14.646107830282803,12.819476707371775,14.567202539626773,14.368043637395521,15.43274089478029,12.998044181428726,13.434082636011539
p16_29.pdb_ringEdges,10.158072685207866,16.162312303103516,13.30477166856096,11.056097328424404,12.819476707371775,12.729253642892218,13.348014516227646,12.729253642892218,15.320308887446746,14.043515905322671,14.206706461195584,11.36453001108631,9.330104364776803,12.500847428901691,12.638386509334254,14.24721203770961,11.159855414894762,8.9518485923489,10.898608214673523,11.313708498984761,12.774444828561675,12.638386509334254,6.530242552662971,10.898608214673523,12.729253642892218,11.211374369551546,9.391665977371028,6.35129774540979,10.898608214673523,0.0,8.69053644654998,11.108097519758935,11.159855414894762,12.408307769188967,9.330104364776803,9.452826677951409,9.268133851253218,9.205746178983235,14.40809565275658,9.079684904560384,12.819476707371775,6.957498089185291,11.211374369551546,8.756595577146117,12.592707063472918,9.752878757976879,9.8117881367607,11.415125261939211,11.664810183203562,11.465497246898806,9.69361138559388,11.2626576626975,12.953633087651184,8.69053644654998,9.205746178983235,9.330104364776803,8.822160079854383,10.845603655125325,12.221126470313195,12.638386509334254,12.86435095229172,12.729253642892218,12.729253642892218,14.166085066160479,14.043515905322673,14.002421098159044,11.313708498984761,15.54435970518142,10.95135623518067,15.691949787569206,9.268133851253216,15.691949787569206,10.95135623518067,12.819476707371775,14.368043637395514,14.606708465749218,14.40809565275658,9.079684904560384,11.108097519758935,14.287602780744537,15.581388289140005,10.95135623518067,14.68540149090765,13.130376219325058,12.592707063472918,15.655182712530438,9.573976026142565,12.729253642892218,14.206706461195582,14.606708465749216,12.953633087651184,13.43408263601153,15.320308887446746,11.313708498984761,14.40809565275658,9.69361138559388,11.515648895808063,14.606708465749225,15.728630916531635,12.729253642892218,12.90906920721282
p16_30.pdb_ringEdges,11.415125261939211,14.996044676253918,11.364530011086309,9.142932808403607,14.002421098159044,11.211374369551546,14.40809565275658,11.00385140588112,13.919867523234794,12.50084742890169,15.282647742910857,9.268133851253218,10.685012471935808,14.043515905322671,11.211374369551546,12.546861313235247,12.774444828561675,10.898608214673523,8.556888393747512,8.822160079854383,10.95135623518067,13.499529181997172,8.88724090184674,8.69053644654998,10.467058900851677,12.638386509334254,11.159855414894762,8.352407548988902,8.69053644654998,8.69053644654998,0.0,12.361778161819355,9.015993322602915,10.521970557209315,11.108097519758935,6.957498089185291,10.738809705842874,10.898608214673523,15.320308887446748,10.792338776705746,13.836821423963094,8.9518485923489,12.546861313235247,10.95135623518067,13.961205328956671,11.364530011086309,11.515648895808063,12.454663546952869,12.864350952291717,12.864350952291717,11.415125261939211,12.683901447591094,14.125346853398453,10.792338776705746,10.576597126659454,11.108097519758934,10.792338776705744,12.774444828561675,13.878406590510506,14.24721203770961,14.287602780744537,14.166085066160479,14.084490809253,15.395354791382445,15.282647742910857,15.169103299643465,12.819476707371775,16.533479131852133,12.50084742890169,16.810005091802942,10.95135623518067,16.603042400390137,12.408307769188967,14.084490809253,15.35787767823605,15.507242703691281,15.470036648253464,10.792338776705746,12.361778161819355,12.683901447591092,16.56829727450203,12.40830776918897,15.581388289140008,14.448036638653175,13.878406590510508,16.568297274502026,11.108097519758935,13.9198675232348,15.581388289140005,12.592707063472917,11.262657662697498,14.487867513362545,16.25224886655195,12.36177816181936,15.470036648253458,10.898608214673523,12.909069207212823,15.728630916531635,16.56829727450203,14.247212037709616,14.166085066160486
p16_31.pdb_ringEdges,9.69361138559388,15.946945937882996,12.86435095229172,11.159855414894762,12.819476707371775,12.819476707371775,12.819476707371775,12.819476707371775,15.320308887446744,14.125346853398455,14.125346853398455,14.287602780744535,12.454663546952869,12.683901447591094,12.54686131323525,11.00385140588112,11.262657662697498,9.079684904560386,10.576597126659456,10.898608214673523,12.408307769188967,12.45466354695287,10.845603655125325,13.58463738497852,15.169103299643465,14.16608506616048,12.500847428901691,10.738809705842874,10.576597126659456,11.108097519758935,12.361778161819355,0.0,10.521970557209315,12.408307769188967,12.729253642892218,12.268189539466336,12.408307769188967,12.454663546952869,14.084490809253,12.361778161819355,12.54686131323525,11.00385140588112,13.919867523234796,8.62397132160887,12.408307769188967,12.683901447591094,12.90906920721282,11.00385140588112,11.565583074986181,11.159855414894762,12.729253642892218,14.043515905322673,12.408307769188967,12.173881461165477,12.173881461165477,12.54686131323525,12.45466354695287,14.125346853398453,15.432740894780284,12.45466354695287,15.432740894780284,12.54686131323525,12.54686131323525,14.166085066160479,16.428581955991998,14.084490809253,11.313708498984763,15.691949787569207,13.878406590510506,15.395354791382445,9.268133851253218,15.618329084438916,13.711309200802088,12.54686131323525,14.206706461195582,14.206706461195582,14.084490809253001,9.330104364776803,10.685012471935808,14.368043637395514,15.581388289140005,13.961205328956671,14.527589182573521,13.217861567090937,15.282647742910859,15.282647742910857,12.638386509334254,12.45466354695287,14.368043637395516,16.706844228273535,12.50084742890169,13.174191513481894,15.092932457593903,14.16608506616048,14.32787966145795,12.45466354695287,14.32787966145795,14.36804363739552,15.282647742910864,12.638386509334254,12.729253642892216
p16_32.pdb_ringEdges,9.391665977371028,13.43408263601153,10.043971123624532,6.617900737355582,12.864350952291717,9.142932808403607,13.042304049333241,9.633979412580967,13.042304049333243,11.211374369551546,14.567202539626766,11.415125261939211,12.683901447591094,12.729253642892218,9.015993322602917,10.95135623518067,11.415125261939211,9.142932808403607,6.874171752883079,6.167162905671032,9.205746178983235,12.683901447591094,11.00385140588112,10.95135623518067,12.953633087651186,14.368043637395516,12.54686131323525,11.108097519758935,6.704412915563369,11.159855414894762,9.015993322602915,10.521970557209315,0.0,8.69053644654998,12.592707063472917,8.88724090184674,12.546861313235247,12.592707063472918,14.125346853398456,12.408307769188967,12.683901447591092,11.262657662697498,14.287602780744535,9.452826677951409,12.638386509334254,12.729253642892218,12.953633087651184,11.159855414894762,11.108097519758935,11.61530258914025,12.683901447591092,14.32787966145795,12.819476707371775,12.408307769188967,12.774444828561675,12.592707063472917,12.683901447591092,14.002421098159044,15.395354791382445,12.315072754521289,15.470036648253458,12.50084742890169,12.50084742890169,14.287602780744535,16.74130181439538,14.043515905322673,11.465497246898806,15.72863091653163,14.084490809253,15.655182712530443,8.9518485923489,15.581388289140007,14.166085066160479,12.864350952291717,14.408095652756586,14.32787966145795,13.878406590510512,9.142932808403607,10.95135623518067,11.61530258914025,15.395354791382445,14.166085066160484,14.802656655742473,12.909069207212823,15.320308887446746,15.470036648253462,12.953633087651184,12.6839014475911,14.327879661457954,14.567202539626768,9.573976026142564,12.953633087651186,15.357877678236054,14.36804363739552,14.368043637395514,12.774444828561675,14.287602780744539,14.247212037709616,15.244893560173423,12.408307769188971,12.774444828561679
p16_33.pdb_ringEdges,11.565583074986181,14.880313464895805,11.714108544104024,9.079684904560384,14.125346853398453,10.95135623518067,14.206706461195584,11.36453001108631,14.043515905322673,12.729253642892216,15.320308887446744,12.819476707371775,14.043515905322673,14.002421098159045,11.056097328424405,12.953633087651186,12.90906920721282,10.95135623518067,9.142932808403607,9.015993322602915,11.108097519758935,13.795110900089306,12.173881461165477,9.015993322602915,13.71130920080209,15.432740894780284,14.084490809253,12.361778161819355,8.489275387815471,12.408307769188967,10.521970557209315,12.408307769188967,8.69053644654998,0.0,13.878406590510505,10.630943003917498,14.002421098159045,14.043515905322673,15.507242703691285,13.71130920080209,13.878406590510505,12.953633087651184,15.507242703691281,11.211374369551546,14.084490809253,14.166085066160479,14.287602780744537,12.408307769188967,12.729253642892216,12.909069207212818,14.206706461195584,15.618329084438917,14.002421098159044,13.71130920080209,13.961205328956671,13.961205328956671,14.043515905322671,15.395354791382445,16.67231542692602,13.878406590510508,16.603042400390134,14.043515905322671,14.287602780744535,15.20704564628303,17.532536339858954,15.207045646283028,12.315072754521289,16.980547195271637,15.320308887446744,16.775688624123884,10.685012471935808,13.961205328956677,15.24489356017342,10.95135623518067,15.470036648253462,15.47003664825346,15.581388289140008,10.95135623518067,12.683901447591092,12.638386509334254,16.393467074169042,15.169103299643467,15.618329084438923,14.408095652756584,16.463621942258854,16.393467074169042,13.961205328956671,14.125346853398456,15.395354791382447,15.618329084438933,10.898608214673523,14.52758918257352,16.428581955991998,15.507242703691285,15.507242703691281,14.043515905322673,15.581388289140007,15.76522669933281,16.67231542692602,14.125346853398458,14.287602780744544
p16_34.pdb_ringEdges,11.812088034247527,17.383023083613047,14.685401490907648,12.953633087651184,14.567202539626768,14.646107830282803,14.72459029385993,14.327879661457953,14.567202539626768,12.953633087651184,13.042304049333243,13.304771668560962,11.211374369551546,11.056097328424405,14.32787966145795,15.395354791382447,13.217861567090939,11.313708498984761,12.638386509334254,12.546861313235247,14.527589182573521,11.211374369551546,9.268133851253216,12.54686131323525,11.211374369551546,9.452826677951409,6.874171752883079,9.142932808403607,13.174191513481894,9.330104364776803,11.108097519758935,12.729253642892218,12.592707063472917,13.878406590510505,0.0,11.00385140588112,6.704412915563369,11.108097519758935,15.618329084438917,10.792338776705746,14.40809565275658,9.69361138559388,9.079684904560384,11.262657662697498,11.056097328424404,11.465497246898806,11.61530258914025,12.729253642892216,13.042304049333241,13.130376219325056,10.898608214673523,9.268133851253216,11.262657662697498,11.108097519758935,11.211374369551546,11.108097519758935,11.313708498984761,9.015993322602915,10.845603655125325,14.24721203770961,11.262657662697498,14.166085066160479,14.166085066160479,12.90906920721282,12.683901447591092,15.765226699332807,12.909069207212818,14.32787966145795,12.953633087651186,14.40809565275658,10.738809705842874,14.40809565275658,9.015993322602915,14.40809565275658,13.042304049333241,13.042304049333243,12.638386509334254,11.415125261939211,12.729253642892218,12.774444828561675,14.043515905322671,12.953633087651184,13.130376219325058,14.68540149090765,14.206706461195584,14.287602780744535,11.61530258914025,14.40809565275658,12.774444828561675,15.946945937882992,14.368043637395514,14.724590293859926,14.24721203770961,13.261387814993613,15.765226699332805,11.211374369551546,12.819476707371775,15.801737728940997,14.527589182573525,14.40809565275658,14.084490809253
p16_35.pdb_ringEdges,11.61530258914025,14.606708465749216,11.957552042431496,9.391665977371028,14.24721203770961,11.61530258914025,14.487867513362545,11.515648895808063,14.327879661457951,12.683901447591094,15.801737728940996,10.214645517630432,11.211374369551546,14.206706461195582,11.108097519758934,12.54686131323525,13.042304049333241,11.211374369551546,9.452826677951409,8.9518485923489,10.845603655125325,14.002421098159044,8.88724090184674,8.69053644654998,10.685012471935808,12.638386509334254,10.95135623518067,8.88724090184674,8.822160079854383,9.452826677951409,6.957498089185291,12.268189539466336,8.88724090184674,10.630943003917498,11.00385140588112,0.0,11.056097328424404,11.211374369551546,15.470036648253464,10.792338776705744,14.24721203770961,9.330104364776803,12.90906920721282,11.056097328424404,13.961205328956671,11.565583074986181,11.313708498984761,12.819476707371775,12.953633087651184,12.592707063472917,11.108097519758935,12.864350952291717,13.961205328956671,10.792338776705744,10.792338776705746,11.108097519758935,11.313708498984761,12.500847428901691,14.206706461195582,13.836821423963094,14.043515905322673,14.166085066160479,14.32787966145795,15.54435970518142,15.507242703691281,15.54435970518142,12.729253642892218,17.01445048844449,12.953633087651186,16.74130181439538,11.159855414894762,16.60304240039014,12.50084742890169,14.32787966145795,15.655182712530443,15.874507866387546,15.470036648253467,11.61530258914025,12.45466354695287,12.864350952291717,16.706844228273535,12.592707063472918,15.655182712530445,14.448036638653177,14.125346853398458,16.775688624123884,10.898608214673521,14.166085066160486,15.432740894780288,12.953633087651184,10.845603655125325,14.646107830282803,16.672315426926023,12.819476707371779,15.691949787569207,11.211374369551544,13.086414225758551,16.019056448228334,16.70684422827354,14.166085066160486,14.48786751336255
p16_36.pdb_ringEdges,11.957552042431496,17.54799713328649,14.487867513362545,12.998044181428718,14.125346853398453,14.448036638653171,14.527589182573525,14.448036638653173,14.368043637395514,12.729253642892218,12.638386509334254,13.086414225758546,11.159855414894762,10.898608214673523,14.206706461195582,15.357877678236049,13.174191513481894,11.159855414894762,12.592707063472917,12.683901447591092,14.084490809253,10.738809705842874,9.205746178983235,12.774444828561675,10.845603655125325,9.513594198633408,6.789822892775206,9.079684904560386,12.50084742890169,9.268133851253218,10.738809705842874,12.408307769188967,12.546861313235247,14.002421098159045,6.704412915563369,11.056097328424404,0.0,10.95135623518067,15.357877678236049,10.95135623518067,13.961205328956673,9.391665977371028,9.015993322602915,11.00385140588112,10.685012471935808,11.515648895808063,11.565583074986181,12.126452385492929,12.998044181428718,12.998044181428716,11.159855414894762,9.452826677951409,11.00385140588112,10.845603655125325,10.95135623518067,10.738809705842874,10.95135623518067,9.452826677951409,11.00385140588112,13.961205328956671,11.00385140588112,14.043515905322673,14.206706461195582,12.50084742890169,12.729253642892218,15.357877678236047,13.042304049333241,13.961205328956671,12.54686131323525,14.287602780744535,11.003851405881118,14.287602780744537,9.079684904560384,14.206706461195584,12.998044181428718,12.90906920721282,12.683901447591092,11.159855414894762,12.683901447591094,12.729253642892216,14.166085066160479,12.361778161819355,13.261387814993613,14.40809565275658,14.084490809253,14.487867513362545,11.2626576626975,13.878406590510505,12.729253642892216,15.544359705181423,14.166085066160479,14.841535851813923,13.878406590510505,13.042304049333243,15.581388289140003,11.159855414894762,12.592707063472917,15.910768126425623,14.567202539626773,14.125346853398453,14.287602780744537
p16_37.pdb_ringEdges,11.812088034247527,17.31659339418875,14.368043637395523,12.683901447591092,14.40809565275658,14.32787966145795,14.32787966145795,14.166085066160479,16.946576075360067,15.507242703691285,12.953633087651184,12.864350952291721,11.108097519758935,14.125346853398455,14.24721203770961,15.544359705181423,13.217861567090939,11.415125261939211,12.638386509334254,12.729253642892216,14.206706461195584,13.836821423963094,9.142932808403607,12.45466354695287,14.002421098159044,12.638386509334254,11.364530011086309,9.142932808403607,12.819476707371775,9.205746178983235,10.898608214673523,12.454663546952869,12.592707063472918,14.043515905322673,11.108097519758935,11.211374369551546,10.95135623518067,0.0,12.361778161819355,6.789822892775206,10.898608214673523,9.330104364776803,9.330104364776803,11.056097328424404,11.364530011086309,7.039838210775751,7.591252771714813,9.452826677951409,9.391665977371028,12.50084742890169,7.281273868804991,9.142932808403607,11.159855414894764,6.617900737355582,5.880159112340473,6.617900737355582,6.789822892775206,8.88724090184674,10.95135623518067,11.313708498984761,11.056097328424404,11.515648895808063,11.211374369551546,12.819476707371775,12.408307769188967,12.54686131323525,12.90906920721282,16.741301814395378,12.683901447591094,14.166085066160479,11.159855414894762,14.084490809253003,12.592707063472917,14.084490809253,12.953633087651184,13.042304049333243,12.54686131323525,11.313708498984761,8.9518485923489,15.655182712530443,16.568297274502026,8.88724090184674,12.953633087651184,11.159855414894762,10.95135623518067,13.961205328956673,6.789822892775206,10.792338776705746,12.592707063472917,15.507242703691285,14.206706461195587,11.211374369551546,14.002421098159045,9.330104364776803,12.638386509334254,11.515648895808063,9.205746178983235,15.728630916531635,14.125346853398453,11.515648895808063,14.166085066160488
p16_38.pdb_ringEdges,13.604585468242387,18.39859979933994,15.801737728941001,14.287602780744539,15.544359705181426,15.76522669933281,12.729253642892218,15.838164591489722,18.05077584134755,16.912536719992215,14.448036638653173,16.98054719527164,15.618329084438916,15.581388289140003,15.618329084438919,16.533479131852133,14.685401490907648,12.998044181428718,14.002421098159044,14.166085066160484,15.581388289140008,15.47003664825346,14.368043637395514,16.463621942258865,17.728651520794326,16.74130181439538,15.282647742910859,13.961205328956671,14.40809565275659,14.40809565275658,15.320308887446748,14.084490809253,14.125346853398456,15.507242703691285,15.618329084438917,15.470036648253464,15.357877678236049,12.361778161819355,0.0,12.54686131323525,12.90906920721282,14.24721203770961,14.002421098159045,12.864350952291717,12.683901447591092,13.042304049333241,13.174191513481894,10.898608214673523,11.056097328424404,11.056097328424404,12.54686131323525,14.368043637395518,13.130376219325056,12.638386509334254,12.729253642892218,12.638386509334254,12.729253642892218,14.206706461195584,15.507242703691283,12.819476707371775,15.581388289140003,12.90906920721282,12.998044181428718,14.40809565275658,13.878406590510508,14.24721203770961,14.166085066160479,17.79354291566257,16.56829727450203,15.54435970518142,12.683901447591092,15.47003664825346,16.775688624123887,15.544359705181428,14.448036638653171,14.448036638653171,14.084490809253,12.998044181428716,11.211374369551546,16.980547195271644,15.207045646283035,14.206706461195584,14.763675074144489,13.217861567090937,15.357877678236047,15.507242703691281,12.90906920721282,12.638386509334254,14.287602780744537,16.980547195271644,15.507242703691286,13.174191513481894,12.819476707371775,14.32787966145795,11.108097519758935,15.691949787569213,14.40809565275658,17.249907884794595,15.65518271253045,12.819476707371775,15.765226699332812
