,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_0.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_1.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_2.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_3.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_4.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_5.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_6.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_7.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_8.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_9.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_10.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_11.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_12.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_13.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_14.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_15.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_16.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_17.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_18.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_19.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_20.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_21.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_22.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_23.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_24.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_25.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_26.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_27.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_28.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_29.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_30.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_31.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_32.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_33.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_34.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_35.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_36.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_37.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_38.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_39.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_40.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_41.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_42.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_43.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_44.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_45.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_46.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_47.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_48.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_49.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_50.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_51.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_52.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_53.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_54.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_55.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_56.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_57.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_58.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_59.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_60.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_61.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_62.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_63.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_64.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_65.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_66.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_67.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_68.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_69.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_70.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_71.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_72.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_73.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_74.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_75.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_76.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_77.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_78.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_79.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_80.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_81.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_82.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_83.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_84.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_85.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_86.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_87.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_88.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_89.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_90.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_91.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_92.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_93.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_94.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_95.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_96.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_97.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_98.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_99.pdb,/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_100.pdb
/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_0.pdb,0.0,1.5278985697991176,1.8532509719316155,1.758245687297796,2.1331775924109153,2.39475835027125,2.4279344069847433,2.3393725161051653,2.4068363082449347,2.338886169589237,2.317750522158358,2.2363886874761274,2.3157184214709847,2.577726587044867,2.5219878531853746,2.795649414156832,3.0563218729421795,3.1878189372091414,2.9854973384747976,3.3020177344429458,3.1950780673214925,3.3277728177852315,2.8248780564854536,2.8902738530842065,3.169451129957681,3.162213280194894,2.9388469612899923,2.5926095527084456,2.73156003313455,2.5703313888626313,2.6975622338417873,2.885975853210211,3.1084428516724834,2.8893348091211375,3.3313664610315534,3.0618116328448934,2.9483578799482055,3.2862983774590697,3.126961218172285,3.1720854222456683,3.305292968099779,3.8498838780093303,4.01844053413695,3.1306280705425586,2.966074021619029,2.9160437272369677,2.8867976652267457,3.2232039351978385,3.3130750048374367,3.2285830076256916,3.2222160478714597,3.559266204845003,3.278311113965278,3.0901495530241876,3.422568857324255,3.3727925584907865,3.1143186023963776,3.3234822158018895,3.4250239239155067,3.3854659494366115,3.343341260074006,3.632254455437934,4.245875808694988,3.640707515862289,3.404646501504631,3.57370684019417,3.4699959501370894,3.269056862587421,3.463476241716437,3.5309162038981734,3.4763594467305303,3.422508345282901,3.260961054014917,3.525292865260598,3.3412594370094633,3.57241402815402,3.6640835085326247,3.1798782186139083,3.191855553656228,3.1319263572846445,3.036713647780202,3.117179416937324,3.183338804771384,3.5045783028266047,3.507803068219714,3.363662312972525,3.327979131528064,3.235297537563935,3.3339900830266833,3.09876145163582,3.0817008872499536,3.359961088267118,3.0987556481417693,3.044183746546538,2.9969737567478507,2.982810761832607,4.112741782988706,4.192915258557752,3.9145042840871973,3.9022739575139473,4.372679294278049
/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_1.pdb,1.5278985697991176,0.0,0.8455309367795502,1.0645527370008496,1.2487527876321918,1.4629963903612397,1.4888034296668937,1.3929694029524535,1.4936796361144367,1.399024581371151,1.3239021584698811,1.4555727166731849,1.4477518495099009,1.7653010943718805,1.725012364075713,1.9926903960817297,2.3292191764384294,2.361198783186231,2.326424438122598,2.6384116031718543,2.7191422490516794,2.8444892181029364,2.397349413609289,2.46110463223853,2.7837932344608,2.9410664295009457,2.660874100041643,2.428066596351624,2.6637410818938405,2.208678805252387,2.5323229474479705,2.7607849854088764,2.8748475005333813,2.5972536397410195,2.661448484590807,2.602483066214554,2.543803675841769,2.8919292974138147,2.4895826399898437,2.5729793382021717,2.6300061784472963,3.1048263345640366,3.2302642162999824,2.278886878184543,2.2909658469761736,2.476902772615044,2.46007389914897,2.841086909863147,2.8883886294859806,2.837487883448347,2.9232854104793096,3.156329510864961,2.9128443073658374,2.672859706455522,3.00404736184569,3.0772133780257556,2.885652808544754,3.0498230265017625,3.0548146003981453,3.0009028439923435,2.9935555563505716,3.009109785442816,3.587914612087948,3.2258736919367896,3.1756550158903734,3.1546862335164105,3.1756356977319107,2.8773850941719177,3.139105453899714,3.222050119476878,3.1697951797924886,3.0056867529584377,2.8621418259783846,3.1899315026611044,3.090264739321398,3.3492003459917705,3.4504788632161487,3.0020199421410285,2.959868302670294,2.939730528469541,2.775944179060288,2.8925825830044376,2.9685890547958524,3.2867797007694013,3.1404154899505885,3.0911655396520064,3.088170223047464,2.9987589438585527,3.143824313070766,2.8137409923574612,2.917368814538739,3.143112294419023,2.8794982559591342,2.8076537412756735,2.794025148893447,2.7147354713396905,3.7304161815513965,3.9466332428862128,3.5124287471942206,3.6565209185586154,4.152173056063847
/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_2.pdb,1.8532509719316155,0.8455309367795502,0.0,0.8519515573227999,0.9711669839850423,1.1016692315839065,1.139544106849858,1.055669640861262,1.1003227931965263,1.057439075642949,0.9817608895228692,1.2116890463661958,1.1935049153434567,1.6275298357839876,1.527488417282194,1.6327659739785747,1.9869609863440965,1.9574912961802755,1.987136240177239,2.295775534937694,2.6002698483382938,2.496296769833026,2.3229864095877284,2.1871776785819184,2.437082672863444,2.69194029481909,2.4625176588438027,2.2847519166486823,2.441226140777099,2.0322250918862417,2.321921158173593,2.606949470903148,2.6078576203774015,2.3451158269029326,2.424408674211311,2.295175642256706,2.3280995909954383,2.5665405709371,2.308685554217341,2.4284288139733294,2.4353052806633513,2.928682293020874,2.909488650834528,2.1181041746531997,2.226565178930487,2.381421147512455,2.398857795766992,2.7019488667191363,2.7294310387764473,2.719041683338783,2.8257321188227706,3.003093265564905,2.819927719893898,2.532202222299956,2.9009739599386193,2.886581696740042,2.759925611159719,2.869261900072849,2.8540374388782643,2.800426079023496,2.8751149693759994,2.8286331344410405,3.266740160767205,3.045510013679861,3.0025914135275045,2.9160667467008166,3.010148338496731,2.7280726861337707,2.9170828939429656,3.01230902862111,2.9691952787633022,2.739800862589189,2.636016088517016,2.9426176539461015,2.897840850882075,3.080079772205254,3.291198761394834,2.8324417022894237,2.814352346241147,2.7925472557228255,2.672495543133186,2.8030728372715137,2.8783457077616026,3.1730729123087036,3.0284145904083055,3.00378440967171,2.9827938210801674,2.9134423982059974,3.035063991932235,2.682029654237094,2.875892005537426,2.9639937308907895,2.7883654681997445,2.8108558145745306,2.7541202901015573,2.6721023676301314,3.588562344815476,3.9059464314796126,3.4464442866589353,3.642070730772217,4.0514303178193165
/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_3.pdb,1.758245687297796,1.0645527370008496,0.8519515573227999,0.0,1.0530315329441122,1.1545318482970224,1.1381445973549522,1.0622470900956171,1.0700256017555207,0.998510839264937,1.1579143436759336,0.936910376001224,1.1576977163124198,1.3896620695209176,1.299839717741135,1.3990605205562447,1.6089215465729243,1.7219601355607657,1.6839513138190216,2.0018644677705657,2.303075009419515,2.191012993861435,1.976785805439353,1.7637610027679396,2.4181221297523185,2.241864567465583,2.068137357547499,1.9892515250187772,2.1308553039312574,1.9037833578404262,1.9746813232647218,2.2662321261130494,2.4315698047869296,2.168798937697122,2.340412759571124,2.197834895069063,2.1195245927683968,2.5627464730416127,2.2531879975916986,2.3470322411493707,2.2689697118905547,2.812763491030787,2.7353704141223703,2.201086032214153,2.201243980333203,2.1589822107140924,2.256303316311329,2.436814483501179,2.557354230179954,2.4410854249764316,2.4701287704777153,2.6540164981713126,2.5076134007851185,2.1390298399111223,2.399350089262875,2.487228124321437,2.458362511178732,2.4965658834190947,2.4400199086873746,2.4018992773014505,2.413712065391478,2.488770733855437,2.8989234753856077,2.6116964987911313,2.5263234083091235,2.5486070697485177,2.6015677678016735,2.32518954549931,2.544220312667033,2.5933298669206377,2.5001523740262135,2.404669819714064,2.360139402588741,2.566419586791492,2.482319608892333,2.67865459041764,2.7789165355828223,2.3795033708110083,2.5279292075813746,2.311205249711407,2.2744055582084837,2.345556926372625,2.412437771041574,2.624926619567088,2.496231075778613,2.486425458480586,2.4999151290243637,2.421035713250379,2.5305871941163542,2.320219830728642,2.535062784155503,2.5474414014177293,2.4787506079984096,2.4262685928638015,2.3687386974466493,2.2793350344030303,3.131734254935255,3.3621672636611706,2.869422594042656,3.0629084814496026,3.5556006653503496
/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_4.pdb,2.1331775924109153,1.2487527876321918,0.9711669839850423,1.0530315329441122,0.0,0.83909634480545,0.6516186470790666,0.7328149942308466,0.7536914235366292,0.6891415107505284,0.7042260216777818,1.0342969960282276,1.0158778499942247,1.4008942331579184,1.195393350472637,1.298864614978699,1.5439724703947404,1.5768667215948398,1.7563793696264267,1.9686110656842088,2.271758058787348,2.140806947479455,2.0937830749474884,1.9496486283749954,2.25840239101169,2.4074489344604406,2.2830894489375684,2.166777405483643,2.3091124662787146,1.9738649804749773,2.0360999128980777,2.2503739948414876,2.2898789888376596,2.1475087661141115,2.1179469881900315,1.9942983224588895,2.04950770826432,2.2206648698876457,2.0449174570111803,2.141290692795046,2.1042511078827277,2.4859653419652443,2.372851478859484,2.002659532315551,2.1330681345942106,2.186516933164207,2.3263244553595017,2.3487999486527027,2.396892553737102,2.366727928346986,2.4060129447375136,2.518040854295867,2.4166272079638147,2.3429506857459974,2.5139483005860495,2.5683184108320285,2.5104220302105262,2.564526149637167,2.577837922013549,2.5044004131098285,2.4758223405016544,2.4171254010681746,2.7902478317253063,2.6483198335205547,2.69423542892629,2.6426069948604756,2.7589766644708593,2.5020272910915975,2.663549687819686,2.7076530125196183,2.6023569213945383,2.4707247845700278,2.4535800038070876,2.643328195925574,2.579713790347577,2.75071005621682,2.8768322226960072,2.612505143621002,2.6934228833287213,2.5613526480937345,2.5500045841459347,2.6046688587387665,2.609868069208769,2.73012878133851,2.717852412594312,2.693219672094772,2.757551718384395,2.581289129210645,2.705522036094768,2.5516268126910715,2.8665856569343546,2.7453713111266174,2.5737348832841453,2.656324009150706,2.571733275134364,2.5187064489312614,3.0781099733922135,3.3762451888243974,2.980803716682089,3.1692966322087046,3.5201675732052684
/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_5.pdb,2.39475835027125,1.4629963903612397,1.1016692315839065,1.1545318482970224,0.83909634480545,0.0,0.5970732429245253,0.5759109160496431,0.7846433237989663,0.6435121501979235,0.8038076564810037,0.9196979380074849,0.7163820379682684,1.0711204979240065,0.9556395627836509,1.0214135621465321,1.3496450399094835,1.3443938866024792,1.4553754342434484,1.6892927823704238,2.148534877061514,2.028072704938083,2.0643403558164697,1.7824131841799988,2.4368684117023127,2.3844478903061725,2.1701968674180487,2.212599298796707,2.3101403133146303,2.1478824121721884,2.175631086947806,2.411254405780913,2.498904377523474,2.280548662427561,2.3970620069181456,2.2494833243550194,2.2786110906322556,2.5790093911468,2.3319177847081667,2.4082386258227957,2.270979214956083,2.869999918253101,2.7133401260298995,2.2676786917811977,2.4206805502563467,2.453795341150978,2.539729190078115,2.612020915139074,2.683402599265263,2.579370046167881,2.504539007667116,2.6377037572357067,2.5880333390020507,2.350968156074696,2.599762367031859,2.6434382076123404,2.623011474671861,2.7174561678727995,2.6015441937339108,2.556276597161472,2.5341297868387955,2.5168781240334783,2.859676184170073,2.7698378646511816,2.65332235722011,2.6059919952008963,2.7527722139917645,2.517685240216924,2.676285924813531,2.758063598284488,2.6557398522847704,2.5005275168251715,2.4519582513956295,2.63254104860413,2.58181525426311,2.760780011876432,2.848076368720902,2.6326737748330236,2.6930241256241314,2.5857169741146113,2.487524791658334,2.561507124118216,2.5925345597163094,2.7022358351403515,2.69876062001208,2.7361902680647145,2.7341239398063526,2.5867674724822827,2.703494240510908,2.566417975254437,2.841668385190271,2.7526228542879503,2.6527632519456485,2.686272003836537,2.610537248488738,2.5618976365490864,3.1105016002950903,3.423594226340471,3.030731161868251,3.2032293186578222,3.5548575957433624
/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_6.pdb,2.4279344069847433,1.4888034296668937,1.139544106849858,1.1381445973549522,0.6516186470790666,0.5970732429245253,0.0,0.569778652042193,0.6780132442192344,0.49256219349394437,0.6684443351181159,0.9471774761015236,0.8509575831168228,1.1407180200513753,0.9625849065112779,1.0690675852735716,1.3058553767946142,1.3163379459033315,1.5308602626945271,1.7062302032792607,2.069566136066848,1.9253414805064777,2.020830820242699,1.7833651372776331,2.2901021482922497,2.317110416979663,2.1961093525409816,2.2069373226852704,2.3185288593778575,2.140719126368544,2.1881324553333146,2.3783728571408598,2.4247396828743213,2.27902537761177,2.3538160189222914,2.1793223895725644,2.2508624500984444,2.4511266118832644,2.301775181157238,2.3763557608024706,2.2698052214509423,2.717993357625854,2.5279249872996186,2.2497543164729805,2.4005804153214894,2.427653933562194,2.5483192149806775,2.540155895681162,2.5976402515279404,2.531642300645937,2.5042144092036076,2.6148948785879624,2.5793347994781666,2.4526361986842,2.630464154529733,2.674989463753817,2.651586078053027,2.696159328328137,2.63293007104471,2.587783036082566,2.570953103559602,2.4922160615239624,2.8173821264941896,2.7482463777331705,2.7244694288169145,2.6497737894085724,2.790262455715372,2.5733057991398693,2.7201696159367597,2.7880816541909246,2.6727576557596344,2.538250595747436,2.5242759069398497,2.6653291687583915,2.615673269655134,2.7863786852843626,2.9164288302225416,2.687264051376662,2.777509671699303,2.6462300106163825,2.5994936181392587,2.6756529962650175,2.6863361583805667,2.7433537404304427,2.7787772770435617,2.7794886352703916,2.8257116532663127,2.6383109518189034,2.7672289236408147,2.6633368712036187,2.969474115110365,2.832271828791065,2.7205880427634903,2.8120363293512423,2.7275109998533056,2.6663093285357946,3.118458063543819,3.4027173952111447,3.0220703149532997,3.20719684538057,3.5383541310432034
/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_7.pdb,2.3393725161051653,1.3929694029524535,1.055669640861262,1.0622470900956171,0.7328149942308466,0.5759109160496431,0.569778652042193,0.0,0.6657117361660301,0.5417293965600256,0.5741925148616901,0.7901541313370001,0.6129341670330001,0.9730742400982123,0.9116818964762412,0.9509814917888212,1.3187801029575736,1.3330136908323833,1.4963474654725737,1.7447901012414373,2.1226304381200194,2.0546733897679914,2.0140440372721065,1.770808698149296,2.4872337592835803,2.389055357423553,2.186151492696208,2.2068157506758324,2.321241394344161,2.120717266635428,2.1391536530835804,2.3718462485397547,2.491611956692903,2.283950844530651,2.348673660944167,2.2012225354921426,2.219451691143126,2.5280139642863566,2.338154824660587,2.378927601052385,2.2873988157682823,2.809976495897467,2.653989803680278,2.190033532674784,2.337950098525325,2.3828359390242366,2.478125974936793,2.535811427221342,2.648422068836041,2.5555799344530805,2.5215600339035533,2.624780679794358,2.5943642544700993,2.3273642990226437,2.561571119578318,2.6394743016613527,2.625788684264832,2.6574254083116657,2.6083852934077143,2.5428684033379403,2.548810849537306,2.5351793865092778,2.90936037893936,2.7494980798578794,2.6872748882680244,2.6526318731594705,2.7714787744179485,2.503728449233695,2.6667065584470517,2.763195613719115,2.656180410815817,2.5287536475658476,2.4927336761188337,2.657842131764124,2.616172966935548,2.7834586557766468,2.8663097422637223,2.587425935437842,2.703825931232409,2.5587491248008507,2.479909338418529,2.5722907167722844,2.6089823822607343,2.686455729087892,2.6554486814257827,2.690503653535908,2.7290176315174617,2.605437008312011,2.7213352960813837,2.5382828873942263,2.8204376445284525,2.7407487724424646,2.661558000678638,2.660954095954243,2.5792804054638214,2.5300784699215746,3.091615523265169,3.3788807364953115,2.953013721854805,3.140639295616007,3.5461212082203257
/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_8.pdb,2.4068363082449347,1.4936796361144367,1.1003227931965263,1.0700256017555207,0.7536914235366292,0.7846433237989663,0.6780132442192344,0.6657117361660301,0.0,0.6145116917510437,0.7660015807353853,0.7661768518509866,0.8347969594581183,1.0025950202327902,0.8981705277962845,1.0413041184726934,1.271620947553854,1.419846229778249,1.5869551957045196,1.8302342650511763,2.2442775053130744,2.09577229510738,2.0564308269755016,1.785659522884374,2.3998507515375094,2.347326065880224,2.193308321453606,2.173123402973438,2.2955997259438052,2.015733623857833,2.063293048355325,2.283164866759774,2.3638695200008466,2.1445104850568324,2.1832323402380314,2.048478903963995,2.088487084688357,2.360861825741727,2.1986236864564717,2.2279397020801364,2.221343523446004,2.6586672989520825,2.5176075185949536,2.1754883629514965,2.2751361449581173,2.298533857187062,2.445117091830472,2.483944778212095,2.563528260170372,2.487707684821958,2.521271345089633,2.5802395659606523,2.5496869531026105,2.3241599624231415,2.532666595904784,2.6277982584975446,2.601957288564658,2.63219763505333,2.6008051040542353,2.553364057435344,2.547282988223182,2.451735092821672,2.8409456147758183,2.737095891279115,2.666853406799208,2.6208374248669126,2.7705629303834174,2.5056130455302696,2.6326427993227415,2.711064045665196,2.602263159286504,2.4570428888358,2.4428917544691737,2.644847969511729,2.5773989146052356,2.747485883658001,2.853167480206073,2.550809510153547,2.707295269576865,2.5283544216314886,2.515628453218539,2.606854549102774,2.6311455717804306,2.6833050218600607,2.6689520578959973,2.718743802157061,2.773021221941149,2.630224508707388,2.7096878353829816,2.5392451776290104,2.8329388749214583,2.712400924623454,2.697863955824784,2.762100730528385,2.6346630665010613,2.5899488374103408,3.0376561668338153,3.354847198182553,2.9279403362936165,3.1294109888782553,3.484506999356013
/home/elykka/Documents/CMC/data/stim1/pdb/STIM1_9.pdb,2.338886169589237,1.399024581371151,1.057439075642949,0.998510839264937,0.6891415107505284,0.6435121501979235,0.49256219349394437,0.5417293965600256,0.6145116917510437,0.0,0.7013496972876755,0.7823964192004325,0.7449084019868762,1.0022764464964335,0.7975650946169864,0.901147362472712,1.1252250136090816,1.2360593360955756,1.3434912640951513,1.5506927746365753,1.9433512409814022,1.788343335068337,1.7667001202631059,1.5458503887486987,2.255431852841618,2.102489316804596,1.929402964923242,1.973865049293842,2.0957704205518155,1.9459075775540375,1.990291258515443,2.184085771237657,2.274188286018503,2.145993492156064,2.2484166711812366,2.089442908969221,2.110543554640299,2.3961613333926537,2.1889703541072305,2.292734600314926,2.1284420333496183,2.6808858006720198,2.503428881921503,2.1972438448142144,2.3235276773244906,2.2994974406649957,2.4580343389565353,2.4194231237308568,2.5091303843109984,2.4316630139500033,2.401663696694967,2.487860207284472,2.487801189197643,2.332823658244897,2.5496010844170236,2.5559225037598137,2.5353391486095505,2.6405431493068843,2.530194150099122,2.4929215774612454,2.465390256271103,2.45270207094257,2.807535695612782,2.655909803646026,2.6038069172361467,2.5401255576747332,2.6997266339043935,2.47599401648445,2.646891877045314,2.6795795314940074,2.5659808430299864,2.4338745498994414,2.4109058473240754,2.5693548996436686,2.5237506795141704,2.6782077552079673,2.796537000385776,2.5706422976723227,2.6782785731685657,2.511927333547806,2.4671253568709557,2.5232362490069766,2.5649224547313474,2.6252219393827185,2.6563594416681893,2.66490720812904,2.7092756115686396,2.5358136815552124,2.653811609967328,2.5729634308394758,2.859672877367028,2.7129672370824536,2.616374704261981,2.680806717508479,2.5876437717752685,2.5326934074110636,3.053367016371893,3.3221117733465615,2.9200536460320445,3.1135389863364176,3.3930583377208587
