,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_0.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_1.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_2.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_3.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_4.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_5.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_6.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_7.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_8.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_9.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_10.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_11.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_12.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_13.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_14.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_15.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_16.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_17.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_18.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_19.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_20.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_21.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_22.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_23.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_24.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_25.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_26.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_27.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_28.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_29.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_30.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_31.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_32.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_33.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_34.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_35.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_36.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_37.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_38.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_39.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_40.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_41.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_42.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_43.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_44.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_45.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_46.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_47.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_48.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_49.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_50.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_51.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_52.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_53.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_54.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_55.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_56.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_57.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_58.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_59.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_60.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_61.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_62.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_63.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_64.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_65.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_66.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_67.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_68.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_69.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_70.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_71.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_72.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_73.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_74.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_75.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_76.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_77.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_78.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_79.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_80.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_81.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_82.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_83.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_84.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_85.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_86.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_87.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_88.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_89.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_90.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_91.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_92.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_93.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_94.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_95.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_96.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_97.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_98.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_99.pdb,/home/elykka/Documents/CMC/data/vcb/pdb/VCB_100.pdb
/home/elykka/Documents/CMC/data/vcb/pdb/VCB_0.pdb,0.0,1.1747606817201004,1.5005210909215327,1.4508802587914056,1.94238952022904,1.9343249952656345,1.9299661351078994,1.7893857450538329,2.0842473854963925,2.6645350764930154,2.8843556576758997,2.6804517897433597,1.8105150948200581,1.797588680596003,1.7013405073554289,1.6418869718716174,1.581108037722683,2.0972207082867347,1.8945779331931125,1.7917194749633452,2.2763082528294016,2.24779275250791,2.117237870136203,1.7740694322795318,1.6614888653923578,1.807732006710856,1.8895515722772007,1.829159438363684,1.6871702187318962,1.6352363209176959,1.7214822147650477,1.8025562909078052,1.635623441550444,1.6542511147061014,2.067336176089221,1.8506672636166148,2.0904437600239847,2.1819036163515944,2.0593046433049222,2.5473113005034267,1.69271958141136,1.8746978418044618,1.8380682334853347,1.9722303896061573,2.0007956989669253,2.2216906497158666,1.8105491753690874,2.3535084009040204,2.0384859643888444,2.048570752995469,2.275587123855255,2.2058554687807015,1.9122706842954043,1.9030357895064922,1.707336881921207,1.9800750448957467,2.38170027508866,2.2805978858980764,2.2901739715805745,2.019723168289265,1.6917216859317943,2.019426749069633,2.1727954343663125,2.0665542696349237,2.025803306619185,2.4499128388898033,2.2263630664399194,2.12623846806394,1.9248120465276304,2.24594728063094,2.0259125867760077,2.025962427053773,2.078206604736116,1.846636764717075,2.423358674686801,1.8107115692587783,2.1217945271367933,1.8276553314518613,2.1540290905364996,1.942431130104645,2.031645020260521,2.0751602097520827,2.021584479923281,1.9103931506851481,1.9161643098991217,1.8105872159543326,1.9349904128926636,1.9369233207275618,2.1978725790151343,1.9799573693805785,1.893524759127746,1.888160148621159,1.941627124869765,1.8004982398626217,1.9083672496794917,1.7746225200958663,1.9356209437243912,1.84222113729972,2.0024308250504954,2.0349018066672326,2.0955493789553317
/home/elykka/Documents/CMC/data/vcb/pdb/VCB_1.pdb,1.1747606817201004,0.0,0.966943910095143,0.8276867181494284,1.7624127209873997,1.8935105621601267,1.8080018213067806,1.5533310254288366,1.917804452625772,2.6011773803780973,2.8000744841391234,2.615097823808904,1.5930865006324921,1.600480052228786,1.4060257547423265,1.0145987993106553,1.1432403486891922,1.9384374623107707,1.6307994701990371,1.5106747476956863,2.0557094814049415,2.062798404485142,2.061562560033638,1.2444521222588585,1.4249238380135079,1.6890171350660403,1.735447058900955,1.5147189875547158,1.56657901047192,1.694477851835981,1.640760612923483,1.595997663397366,2.1525718274368595,2.042761024235577,2.055064255679937,1.7826989135007565,1.9929921193094933,2.0752813682745184,2.002597943779701,2.4332021639675165,1.0185793450726797,1.4038712354768257,1.5432205385021622,1.7063289476242862,1.8323772203991924,1.9723758924991859,1.5305856691099162,2.148300007163181,1.975282940977388,2.0317794738391672,2.4047910025676726,2.14855611226719,1.8729344906785648,1.8131033495166728,1.8661066212371078,2.1603804242928715,2.6003837716914417,2.520268947818087,2.5356661280171973,2.2343636775855913,1.7113093216233046,2.237489430803089,2.273287489406538,2.309760085619564,2.01902146794127,2.554492495068574,2.5286270019223855,2.5496263888342634,2.2352249859444075,2.682864938507294,2.248029806497448,2.383436291457733,2.168993373716956,1.9340689082647577,2.770787221080212,1.9245027413680007,2.0564846620924975,1.7181454777298155,2.0793975181302287,1.854488901724068,1.9063712557039196,2.0077023334219435,1.8475420314341087,1.6473968783860857,1.8084750257260218,1.7241460769876793,1.8696368336769962,1.8145131142058393,2.138681904523351,1.8271634601991285,1.7810068062972204,1.811137833369033,1.7799647947479533,1.5797221208089989,1.5363678069340008,1.5444654865970942,1.7574476106060122,1.6787673668444787,1.8572526622479224,1.943269134707667,2.006500250319099
/home/elykka/Documents/CMC/data/vcb/pdb/VCB_2.pdb,1.5005210909215327,0.966943910095143,0.0,0.8897005430447176,1.954360751090693,2.291402371835096,1.9228192591557287,1.770472528828301,2.0746706301140687,2.315035761807898,2.7306279829017623,2.28565220362978,1.7458453896225876,1.7040897041334075,1.8533741517540028,1.1896208567069275,0.8891080871757433,1.3240054234423126,0.9741545513013551,1.2114528876183346,1.697445179403744,1.7063893017436529,2.0327187498310675,1.3955247050469788,1.5022249666390945,1.965304730044242,1.8494271744675215,1.4892210282543594,1.796801550805543,1.933304957128523,1.907172165321006,1.8199167224285637,1.8603192232467756,1.7664667428921095,2.4091663222524287,2.270979991028601,2.5282266152434025,2.418941111709287,2.5026229333355907,2.8801149948619553,1.0954045656100606,1.4904447435832384,1.827796747948616,2.044602052817858,2.1352584827131205,2.084194482523334,1.8688517893685668,2.1795311368585106,2.1359335497280574,2.2367670573876963,2.299556418421544,2.0746928978095416,2.025417650044943,1.930379418068161,2.157314113914015,2.1394535309730904,2.5432372661664244,2.6030166708675786,2.3759798482814753,2.0555764828883296,1.7872644878139956,2.0522838159355072,2.2659204409677596,2.1909554082159954,2.194310827238864,2.2435806540958185,2.2084007404751773,2.335858470281569,2.0584085373784693,2.3832589780069053,1.984554268875926,2.179032975658857,2.010815092288126,1.9447042969672372,3.028157545006337,2.059692131326552,1.8928495075844511,1.7804246366380272,2.0175308444734266,1.9195465571901005,1.8497196564396146,2.052248185682955,1.8680310598110235,1.7607005733441128,1.8426358992173988,1.861331930464972,1.820949504183428,1.9106698591572844,2.357245996670932,2.014569020084179,1.9196018914777533,1.7841646577384693,1.8425977355929437,1.775991733960451,1.641472833909561,1.717371216149339,2.1165629399677357,1.8644291787654286,2.0390818437632747,2.2857186654265336,2.0613316028996174
/home/elykka/Documents/CMC/data/vcb/pdb/VCB_3.pdb,1.4508802587914056,0.8276867181494284,0.8897005430447176,0.0,1.4804379893736226,1.810906078653634,1.6283651712891303,1.3686486463435772,1.658317943115447,2.1890723690465883,2.6441535766903344,2.3377003861667367,1.4639860010575643,1.3828862911109652,1.2751074351963898,0.9015465921356073,1.0277672493867467,1.8352567292121924,1.449329588454665,1.4450300161478735,2.015819270439125,1.6181449595545507,1.7356118728660568,1.0499968542955718,1.1839866396617762,1.4876730865703183,1.4954051561215915,1.0841741162997078,1.350163743161509,1.5744827495211913,1.475397483269107,1.3973203084595072,1.539972383199093,1.2883048758234683,1.9677243119639987,1.811277873546504,2.0095259808381707,2.00336182639157,1.9599029921897746,2.3032428457632426,0.8177091456666288,1.2312711441302502,1.3941607261216473,1.6016697727758393,1.8102127561242425,1.7872439799745614,1.5949094318289543,1.8880068861357677,1.938565796106155,2.024198177270061,2.3190299599827995,1.9836964106038917,1.8823551451384901,1.9351686613411976,2.0129175031420825,2.1540326894513004,2.511435942700266,2.6490910344508616,2.5075372382886285,2.105447594692283,1.6906106394685965,2.226876498462226,2.040052850293591,2.2399812400836447,1.9899671708359643,2.2944678608023255,2.278861309817116,2.419781766197946,2.2125666798294086,2.628568174020637,2.0808583167245986,2.270537343441084,1.9608851811398196,1.988119957625824,2.8258402213667444,1.9849792093749075,2.12823670845512,1.855747572301094,2.2129109912133837,2.003526870422342,2.004986720322063,2.159622290197841,2.0239489454202886,1.863032913416575,1.9681475535437862,2.015835918812374,2.0191301322912683,2.0584827748965933,2.31497770076507,2.0665980595731344,2.0358122721879015,2.02887714445323,2.030928957839743,1.7963626671281552,1.637104431185399,1.759861401637551,2.0430611682785664,1.8534223932672733,2.028247507069556,2.1514613020512736,2.155453059590751
/home/elykka/Documents/CMC/data/vcb/pdb/VCB_4.pdb,1.94238952022904,1.7624127209873997,1.954360751090693,1.4804379893736226,0.0,0.9245289153157963,0.6194164124967347,0.5362758355592967,0.6684179105457801,1.2260611365610088,1.3433362742550026,1.2153130893418298,0.8462220199684937,1.0272655361444667,1.1618182641502979,1.855819779258725,1.7778369272735306,1.9521871720389121,1.909759794525904,1.3659478989617277,1.7166543874721578,1.5278061018163407,1.3761962653554702,1.5158747210759067,1.1252169279057087,1.1725385217802653,1.1475793843037807,1.1345111296454025,1.1861085379489664,1.0016660539532778,1.057560420808919,1.1944857646698608,1.2578246923555911,1.0474274907095116,1.229072685888229,1.3822896962995588,1.534764862853597,1.4453975789359357,1.4548159344382134,1.7988896706715793,1.7603477624404795,1.574817973509575,1.0083400109975604,1.2148063220056582,1.4033340668389982,1.3834588490878512,1.4893038465667148,1.19663180236318,1.5403666055608805,1.451129633920107,1.5434233677743407,1.3353860688296963,1.3612478722724801,1.727691969095096,1.485199700278617,1.537668745652785,1.4393770191399682,1.6403632520630167,1.491312341680476,1.4059110932304357,1.2283824027745653,1.6213234931928164,1.0213273897902484,1.453020801902956,1.221496185719649,1.351015487802427,1.4219150759014698,1.4635243115976346,1.5215884853673018,1.5749017884574776,1.5600336541969282,1.3509208028242166,1.1958977509459578,1.431162072548624,1.5682493657748202,1.2980903101515546,1.9653670356241169,1.7545467223897477,2.1518891933229556,1.9087729501032573,1.9784912773690122,2.0253363701856566,2.0799218769080166,1.9226630814406136,1.9602440875481186,2.1282806976233606,2.0427563521377907,1.937241152018836,1.9282215594075702,1.8741335546379094,1.9655624072961442,2.217024114718678,2.0834649224127864,1.7701821595810392,1.6821940314264252,1.9503502626730784,1.8359645423287283,1.5710384068763357,1.7746482070665481,1.7572972456331697,1.841515904842734
/home/elykka/Documents/CMC/data/vcb/pdb/VCB_5.pdb,1.9343249952656345,1.8935105621601267,2.291402371835096,1.810906078653634,0.9245289153157963,0.0,0.8079468770101691,0.9261051220619801,0.940308478606832,1.7090762355311018,1.5138452196856995,1.4611944660312335,0.9283541289563779,1.1992344475214785,1.2979504413299467,2.1846285302887343,2.10989672618851,2.226818398672162,2.231299375606701,1.6908902039102214,2.0599632765409814,2.1758226880591147,1.537736312792761,1.8070261217855297,1.37732297743577,1.2182379071037803,1.2657408761276512,1.6496966637785444,1.4176376532886223,1.0122922141269066,1.1579488657516206,1.241525299705406,1.086861173600653,1.1500466121640247,0.8756389895126149,0.9774015004350455,1.1363066101667105,0.9397198109954572,1.3144929862762038,1.616147176864335,2.0228112443575355,1.8932493638472332,1.2135686490655957,1.3098374778190551,1.4360094536822,1.586972495002955,1.3620891321608775,1.4881665700443116,1.6568452495131614,1.510425822368906,1.8360025776182487,1.5930014539682853,1.2286457640233635,1.8497283837016258,1.4417047633222542,1.8361198709491238,1.7043452024444277,1.8922229831274393,1.6890029068467713,1.752072197073443,1.3582843771111366,1.8911432740028995,1.36896524981075,1.6809030372510219,1.2676639787388648,1.7921873691330243,1.7736180180155456,1.642729701646016,1.7784794442140845,1.7645369735202077,1.918795506941369,1.5722224239256453,1.5124911229826539,1.6788309558737964,1.419119600640944,1.4070860077294527,1.9708785435299625,1.6752626540849003,1.9946715809287976,1.7423866844150258,2.0071939002946055,1.9046848386767992,2.1217932776779915,1.8342024592357886,1.9666747810989826,2.018172275877304,1.9419519926265527,1.7574853011368257,1.766848635321716,1.726444887616087,1.869236730095378,2.1767152781720345,1.9857568256884208,1.7269949125914013,1.9126036559885862,1.9140041224029218,1.5831552997586227,1.49801078373338,1.710836469913719,1.7079529205502573,1.8623345089382073
/home/elykka/Documents/CMC/data/vcb/pdb/VCB_6.pdb,1.9299661351078994,1.8080018213067806,1.9228192591557287,1.6283651712891303,0.6194164124967347,0.8079468770101691,0.0,0.5979044581168402,0.7207255453119088,1.285207975874845,1.3117159190532384,1.2160819480632228,0.7869366090246173,1.0326905093410623,1.3695248133588989,2.053270358746981,1.853533522418501,1.7865049188578506,1.8720917426719728,1.3082206761982198,1.5894799134432183,1.71066295085852,1.4328092072227057,1.6937141956708341,1.1922581534848513,1.2374209021777234,1.2043897306567817,1.340316274644379,1.3584644558851644,1.0653457698512339,1.1582239199671716,1.2609876768668333,1.244171123720856,1.178906784821289,1.2519322347054884,1.430759329731166,1.5366579348966283,1.3759460529277963,1.5561405733351967,1.8856433629959521,1.8948848034449788,1.6438001847105257,1.0873295356788788,1.2488126277203813,1.331818710817334,1.3684954698990717,1.4044290379272275,1.1890417293516302,1.5883910155693555,1.461513042916373,1.566278294980695,1.2841942550338774,1.2186781239447482,1.7219280221534283,1.4801175890683032,1.6276646322926267,1.5039047118093578,1.6777511901565514,1.6010393398523683,1.483798082729072,1.1741252121962635,1.6824900638399996,1.0771987433183987,1.4528589470394127,1.0469143658122317,1.4057451011784659,1.4135674008566836,1.3730801835351663,1.5259738233441864,1.5634033220894543,1.5935249066121238,1.3336244213988968,1.1773280439243388,1.4553780961558442,1.4886767044168117,1.228249309057691,1.744364077860013,1.5719155671975076,1.8650535487591025,1.6749935660233766,1.7850494789869875,1.7674293948078554,1.9174328077817875,1.721087051244966,1.8161540491877772,1.9527089542812244,1.8320276139153882,1.6917227488129278,1.707027232045554,1.6553509427736652,1.7553907923664076,2.0116851022418376,1.878653299714986,1.6019759725168932,1.6165295270892344,1.7883972349948671,1.6369215277838238,1.3943908535009049,1.5379024354604844,1.54830185579076,1.6258952433437164
/home/elykka/Documents/CMC/data/vcb/pdb/VCB_7.pdb,1.7893857450538329,1.5533310254288366,1.770472528828301,1.3686486463435772,0.5362758355592967,0.9261051220619801,0.5979044581168402,0.0,0.6767239563759825,1.2773140401706207,1.45622674220182,1.3202230992844775,0.7299395957578704,0.9729062324571344,1.1105057876722737,1.7651092306236011,1.6536221486499156,1.7959832809400125,1.7887226154117217,1.227615582644958,1.6177634134391847,1.59089389666013,1.415484050109861,1.4403539578997435,1.0490787190707374,1.1242558285396027,1.1153979368522082,1.105770665123947,1.182419512809421,1.005009687276692,1.0394228397709675,1.1414176852543618,1.1924941412792542,0.9942815177801255,1.2488038328827524,1.3598038273011548,1.4876001868796787,1.3971531777938884,1.4467368546776216,1.8081953830145512,1.6443350779798305,1.4728834461775016,0.9258772862340062,1.1548530326101187,1.3832461528877253,1.3337362974723448,1.3597441124658358,1.2185675757798442,1.5567386330257045,1.4509555326193277,1.5726335062824335,1.3897484081246236,1.2613701172947087,1.6655035109293013,1.4199594510138258,1.5730703703985711,1.5469907937333978,1.760940243885364,1.524327378932763,1.4654016165634776,1.1167450711398712,1.5994777862970353,1.1100007968751546,1.4684565502358164,1.1130858885710901,1.4524863485289707,1.602923005615836,1.4712589741859705,1.531346125991577,1.6174416987493057,1.5685931881117823,1.3673093341508888,1.2191559518306074,1.4328725169052352,1.6103325164835185,1.2611937291356443,1.8205030026568605,1.5775078638994373,1.9321502289548482,1.7041171837299556,1.795282649115221,1.8346791747155315,1.8999185179028215,1.6766520171141808,1.800453617232667,1.925141626967027,1.8475494357581705,1.7240911987981655,1.7711846285216766,1.6688180828286443,1.7401900694886177,1.9941704696640932,1.8859138680896974,1.5739914240652175,1.5264030072216066,1.7354490862198264,1.625318527060796,1.4175749634168164,1.595528706592555,1.5989005343809948,1.7085623662791833
/home/elykka/Documents/CMC/data/vcb/pdb/VCB_8.pdb,2.0842473854963925,1.917804452625772,2.0746706301140687,1.658317943115447,0.6684179105457801,0.940308478606832,0.7207255453119088,0.6767239563759825,0.0,1.2236875508091762,1.3389895253386188,1.241283425719244,0.7393936888109579,1.0432856354179005,1.2658632001076522,1.9872568920245084,1.8693923333457385,1.9922031809825191,1.9995395988967957,1.4744807006608702,1.6608568933779213,1.728174613210244,1.4227287953480545,1.568867606388043,1.2992357360210216,1.1952488144166074,1.1242027900384142,1.2248354800823114,1.2976290538471245,1.0831016736512207,1.067893161240549,1.204840393654375,1.2606680567906168,1.132636731497274,1.159124781819277,1.413597607705097,1.514514751194356,1.2984086470302403,1.5015939523388457,1.6331420423621443,1.8513611342386191,1.5403590790037125,1.0141216400914226,1.1252808319447272,1.3612425646194262,1.2345089659304376,1.419102117751214,1.0622288671688027,1.6751439259923926,1.5481548918498826,1.6921873949716215,1.3452736047359857,1.289453705336222,1.8676241308612374,1.6333441812966192,1.77181088129259,1.5821874009303454,1.7640189840009126,1.6043892460948357,1.5420813631701455,1.251764651635737,1.76998315462542,1.0031662277752893,1.5496743792524013,1.0792111170356289,1.4167885245701508,1.5066904160031092,1.5067629509706726,1.6648966703476955,1.6835279215526515,1.6844970187061552,1.4250558515565688,1.248033401750503,1.59553131836871,1.695279627406862,1.359402506241478,1.941105537880715,1.798363288138087,2.1271282408023215,1.9013903205716407,1.9422428462149088,1.94557786078354,2.1115797721939282,1.9226778761507892,1.963587386678916,2.2425400310859063,2.062308133926853,2.0281435623887063,1.9408604410903396,1.9277832528786543,1.9989388313878227,2.209090228831324,2.1198779136688546,1.8259666252706679,1.738326814782232,1.9815878335280757,1.9823378793449908,1.654295113985513,1.751592336949405,1.8467688258250448,1.8852980298033521
/home/elykka/Documents/CMC/data/vcb/pdb/VCB_9.pdb,2.6645350764930154,2.6011773803780973,2.315035761807898,2.1890723690465883,1.2260611365610088,1.7090762355311018,1.285207975874845,1.2773140401706207,1.2236875508091762,0.0,0.945106463608115,0.8129980935609411,1.3105516061212652,1.0993367362813449,1.7239876211135092,2.113006546692849,1.7423358912061748,1.9628129909806904,1.8244896242970738,1.7440128089969429,1.6936025638095011,1.074945359791223,0.9793672271896702,1.5730131850735107,1.155145427682141,1.4233473544696547,1.082065367476107,1.4248581399223463,1.2740506679143082,1.3008623477852046,1.3356370871996266,1.3020897675406025,1.4639050730300203,1.3122669315717486,1.8626179730223558,2.3630582952008528,2.340031117880649,2.0448470987624674,2.196941567312306,2.054087192692816,2.2558200936265624,1.5466842336453999,1.5145864016994441,1.8939746929359356,1.5609553767718258,1.241676711571556,1.7534570912748284,1.1911565521713194,1.3618366012588408,1.4486240909225039,1.307152457362779,1.1753022073736972,1.5557813494646067,1.8615694964265004,1.925007694799448,1.554591529532767,1.2673770823747887,1.7316557076643444,1.3831751556286438,1.1909865834448607,1.461239627508337,1.4307063378345537,1.0123047302657708,1.3775724870706485,1.5510356958796705,0.8484690406782934,1.1683436954947206,1.4039205820388387,1.530660894400584,1.4595104999883992,1.2752814971568531,1.2692325721124902,1.095370999190953,1.590289025871587,1.7697213081317775,1.5595373991443644,1.8858090799835239,1.9392470411824885,2.257783438825786,2.0399071333454963,1.9241765028204727,2.07694495439377,2.1634099939320235,2.2550005279961645,2.027273463313083,2.570441372474614,2.1649658130612077,2.516168510152854,2.369482970063395,2.1414031714444612,2.2136499403938785,2.4723948984877784,2.347382792612816,2.0342108094371705,1.7527842860014982,2.3038874279562123,2.644338829057268,1.9257064124904941,1.9369484240549244,2.1607496079330732,1.924408575143491
